inter_id,user_id,book_id,borrow_time,return_time,renew_time,renew_cnt,borrow_year,borrow_month,borrow_dow,borrow_hour,borrow_duration_days,renew_gap_days
3375,451,1950,2024-11-11 16:48:41,,2024-12-09 08:42:12,1,2024,11,0,16,,27.662164351851853
50793,272,29813,2021-10-18 18:58:51,2021-11-10 11:47:56,2023-02-19 21:41:46,1,2021,10,0,18,22.70075231481481,489.1131365740741
44812,1266,26821,2022-04-19 20:02:42,2022-06-08 21:32:19,2022-05-16 10:28:11,1,2022,4,1,20,50.0622337962963,26.60103009259259
46872,1308,28207,2022-04-21 20:40:15,2022-07-05 14:28:25,2022-06-18 17:22:27,2,2022,4,3,20,74.74178240740741,57.86263888888889
34469,412,21641,2021-11-29 08:10:11,2021-11-29 08:11:54,,0,2021,11,0,8,0.0011921296296296,
63131,943,35227,2020-09-20 16:51:47,2020-09-26 08:02:55,,0,2020,9,6,16,5.632731481481481,
26001,171,15575,2021-10-17 21:21:45,2021-10-17 21:22:24,,0,2021,10,6,21,0.0004513888888888,
75752,314,42619,2022-03-01 17:29:47,2022-06-11 09:29:27,2022-05-14 08:38:41,2,2022,3,1,17,101.66643518518518,73.63118055555556
24967,1166,14837,2024-04-03 18:41:04,2024-09-03 16:06:24,2024-11-01 20:04:57,2,2024,4,2,18,152.8925925925926,212.0582523148148
16019,287,9344,2023-03-02 21:53:27,2023-04-27 21:43:04,2023-04-21 13:55:02,2,2023,3,3,21,55.992789351851854,49.66776620370371
12361,646,6945,2023-11-02 09:56:01,2023-11-21 09:46:02,,0,2023,11,3,9,18.99306712962963,
29311,1299,17924,2020-12-04 08:43:03,2020-12-13 13:35:49,,0,2020,12,4,8,9.203310185185185,
96336,34,54124,2021-11-30 11:43:59,2022-02-19 15:37:30,2021-12-27 13:28:58,1,2021,11,1,11,81.16216435185186,27.072905092592592
33983,822,21362,2021-09-01 16:49:01,2021-10-01 12:13:54,,0,2021,9,2,16,29.80894675925926,
86405,1031,48579,2024-12-03 21:49:59,,,0,2024,12,1,21,,
38018,73,23942,2021-03-19 22:03:47,2021-06-16 18:56:34,2021-05-15 08:35:56,2,2021,3,4,22,88.86998842592592,56.43899305555556
57433,287,32293,2022-01-03 21:44:02,2022-06-11 20:46:46,,0,2022,1,0,21,158.9602314814815,
87359,472,49101,2024-03-09 17:31:53,2024-03-10 21:48:24,,0,2024,3,5,17,1.178136574074074,
93420,1397,52409,2023-12-11 16:05:16,2023-12-11 16:43:49,,0,2023,12,0,16,0.0267708333333333,
54150,420,30646,2023-09-28 10:16:50,2023-11-27 09:39:35,2023-10-22 20:23:37,1,2023,9,3,10,59.97413194444445,24.421377314814816
81740,622,45542,2023-08-18 19:36:15,2023-09-15 16:11:00,,0,2023,8,4,19,27.857465277777777,
80853,1131,45081,2024-05-28 21:09:11,2024-09-27 15:11:29,2024-08-25 21:33:45,1,2024,5,1,21,121.75159722222222,89.01706018518519
13517,1331,7659,2021-03-21 08:30:18,2021-03-28 11:11:42,,0,2021,3,6,8,7.1120833333333335,
9426,815,5388,2022-05-16 20:12:59,2022-05-23 16:03:55,,0,2022,5,0,20,6.827037037037037,
6484,1267,3616,2021-10-13 14:52:31,2021-12-28 16:06:20,,0,2021,10,2,14,76.05126157407408,
12373,210,6953,2021-06-06 15:56:33,2021-06-14 20:32:10,,0,2021,6,6,15,8.191400462962964,
431,75,218,2021-12-18 12:55:52,2022-04-10 15:17:34,2024-09-20 09:34:38,0,2021,12,5,12,113.09840277777778,1006.8602546296296
48430,579,28610,2023-04-07 15:34:39,2023-04-13 13:25:53,,0,2023,4,4,15,5.910578703703703,
71140,960,40520,2022-04-25 18:28:43,2022-04-29 18:49:04,,0,2022,4,0,18,4.014131944444444,
23968,789,14222,2020-12-08 17:23:57,2021-01-01 16:40:11,,0,2020,12,1,17,23.96960648148148,
6297,1252,3515,2024-09-19 21:57:39,2024-10-24 15:12:38,,0,2024,9,3,21,34.71873842592593,
34229,960,21401,2022-09-07 13:58:34,2022-09-13 13:42:41,,0,2022,9,2,13,5.988969907407407,
95282,838,53485,2020-12-04 20:22:21,2021-01-03 18:14:20,2020-12-27 14:05:08,1,2020,12,4,20,29.911099537037035,22.73804398148148
65161,794,36684,2020-12-01 14:31:20,2021-03-24 13:15:46,,0,2020,12,1,14,112.94752314814816,
99998,1231,56486,2024-09-30 18:11:29,2024-11-16 13:04:41,,0,2024,9,0,18,46.78694444444445,
37713,365,23749,2024-05-26 14:49:21,2024-05-26 14:52:49,,0,2024,5,6,14,0.0024074074074074,
31462,365,19534,2024-05-29 16:08:19,2024-05-29 16:10:52,,0,2024,5,2,16,0.0017708333333333,
72325,318,41341,2021-01-20 13:02:45,2021-05-17 13:26:22,2021-04-13 08:55:11,2,2021,1,2,13,117.01640046296296,82.82807870370371
64135,357,35905,2023-11-14 21:25:30,2023-11-14 21:26:47,,0,2023,11,1,21,0.0008912037037037,
5226,4,2906,2022-05-20 14:53:00,2022-06-19 16:38:09,,0,2022,5,4,14,30.07302083333333,
57302,165,32249,2021-10-18 13:17:59,2021-10-18 13:20:46,,0,2021,10,0,13,0.0019328703703703,
46778,943,28169,2020-09-11 10:44:34,2020-09-15 11:31:40,,0,2020,9,4,10,4.032708333333333,
45349,365,27291,2024-05-22 20:56:14,2024-05-22 20:58:30,,0,2024,5,2,20,0.001574074074074,
8199,378,4579,2021-06-08 20:03:54,2021-06-27 13:46:52,,0,2021,6,1,20,18.738171296296297,
26073,1375,15652,2023-12-11 17:52:45,2024-05-31 15:48:59,2024-01-05 14:06:40,1,2023,12,0,17,171.91405092592592,24.842997685185185
70393,550,40118,2023-12-31 19:16:41,2023-12-31 19:17:12,,0,2023,12,6,19,0.0003587962962962,
40607,336,25260,2022-08-30 19:07:42,2022-09-28 20:29:40,,0,2022,8,1,19,29.05692129629629,
70349,223,40095,2021-12-29 17:38:44,2022-02-27 16:48:53,2022-02-13 11:32:36,1,2021,12,2,17,59.965381944444445,45.74574074074074
19910,1331,11141,2024-01-06 15:50:21,2024-01-08 16:31:19,,0,2024,1,5,15,2.028449074074074,
48004,311,28908,2024-04-07 13:58:20,2024-04-17 19:43:24,,0,2024,4,6,13,10.23962962962963,
24338,387,14429,2023-06-27 21:19:38,2023-09-11 15:11:02,2023-07-25 11:25:00,1,2023,6,1,21,75.74402777777777,27.587060185185184
23131,113,13703,2021-01-12 17:20:14,2021-01-14 15:44:15,,0,2021,1,1,17,1.9333449074074076,
57720,215,32504,2022-05-08 10:09:08,2022-08-02 08:14:44,2022-07-03 11:09:29,2,2022,5,6,10,85.92055555555555,56.04190972222222
1955,849,1144,2021-03-21 16:17:55,2021-04-19 11:41:45,,0,2021,3,6,16,28.80821759259259,
5606,1285,3068,2020-11-27 14:53:22,2020-12-30 10:30:44,,0,2020,11,4,14,32.81761574074074,
99282,1263,55948,2020-01-07 18:09:16,2020-01-08 19:44:50,,0,2020,1,1,18,1.0663657407407408,
77665,43,43541,2021-12-19 19:02:30,2022-02-14 10:03:28,2021-12-28 13:47:28,0,2021,12,6,19,56.6256712962963,8.781226851851851
47625,102,28695,2020-12-14 20:22:00,2021-01-08 12:23:45,2022-08-14 20:07:08,0,2020,12,0,20,24.66788194444445,607.9896759259259
29031,1329,17719,2023-12-27 10:06:39,2024-01-13 10:44:15,,0,2023,12,2,10,17.02611111111111,
98915,834,55706,2022-05-02 18:14:52,2022-06-15 11:40:18,,0,2022,5,0,18,43.72599537037037,
35050,266,22027,2022-06-28 21:15:04,2022-11-25 15:18:52,,0,2022,6,1,21,149.7526388888889,
46755,912,27615,2023-02-27 19:07:17,2023-05-04 16:59:57,2023-03-19 10:24:06,1,2023,2,0,19,65.91157407407407,19.63667824074074
30808,834,19079,2022-05-30 17:36:46,2022-06-15 11:40:29,,0,2022,5,0,17,15.75258101851852,
27423,579,16507,2022-05-31 21:37:21,2022-06-15 18:00:26,,0,2022,5,1,21,14.849363425925926,
88755,1318,49890,2022-11-01 09:57:21,2022-12-06 16:31:56,,0,2022,11,1,9,35.2740162037037,
81802,1191,45565,2024-08-24 19:44:49,2024-12-11 19:02:29,2024-10-20 17:03:54,2,2024,8,5,19,108.97060185185184,56.888252314814814
50916,541,29765,2022-01-02 17:43:35,2022-02-13 16:14:10,,0,2022,1,6,17,41.937905092592594,
100121,1320,56508,2020-12-19 20:20:50,2021-03-15 14:36:07,2021-01-12 14:44:19,1,2020,12,5,20,85.76061342592592,23.76630787037037
17228,785,10053,2021-03-20 18:57:27,2021-04-15 21:49:23,,0,2021,3,5,18,26.119398148148147,
81456,1435,45381,2024-03-26 17:22:19,2024-06-03 21:21:24,2024-04-25 17:01:57,1,2024,3,1,17,69.16603009259259,29.98585648148148
73278,10,41776,2021-06-15 08:23:26,2021-11-04 10:25:04,2021-10-11 13:59:25,2,2021,6,1,8,142.0844675925926,118.23332175925924
88738,552,49878,2022-10-12 08:23:40,2022-12-04 14:06:35,,0,2022,10,2,8,53.23813657407408,
91158,372,51248,2024-06-02 10:16:07,2024-06-18 16:10:27,,0,2024,6,6,10,16.246064814814815,
64983,1151,36556,2024-12-30 14:10:18,2024-12-30 15:05:45,,0,2024,12,0,14,0.0385069444444444,
54079,399,30746,2023-06-05 16:27:45,2023-10-20 17:41:49,2023-09-24 08:23:33,2,2023,6,0,16,137.0514351851852,110.66375
30365,402,18731,2021-12-11 17:40:40,2022-01-05 21:56:52,,0,2021,12,5,17,25.17791666666667,
62680,1269,34894,2022-01-09 11:37:35,2022-03-16 16:27:51,2022-02-16 19:14:40,1,2022,1,6,11,66.20157407407407,38.31741898148148
21665,1299,12818,2021-12-25 11:51:07,2022-01-10 16:13:50,,0,2021,12,5,11,16.182442129629628,
31268,1197,19397,2024-03-22 10:48:12,2024-06-21 17:43:50,2024-05-16 08:11:51,2,2024,3,4,10,91.28863425925924,54.89142361111111
93198,352,52296,2020-12-31 21:41:39,2021-01-08 21:06:27,,0,2020,12,3,21,7.975555555555555,
94778,531,52897,2022-09-06 09:50:41,2022-09-19 17:48:27,,0,2022,9,1,9,13.331782407407408,
33985,357,21364,2021-12-23 17:26:21,2022-02-14 08:45:37,,0,2021,12,3,17,52.63837962962963,
85129,161,47745,2020-12-06 18:00:47,2020-12-21 20:29:44,,0,2020,12,6,18,15.1034375,
65367,357,36829,2022-08-22 18:26:18,2022-08-22 18:25:18,,0,2022,8,0,18,,
82716,455,46051,2024-07-23 09:56:45,2024-10-22 15:50:12,2024-09-19 00:28:07,2,2024,7,1,9,91.2454513888889,57.60511574074074
77706,258,43496,2022-06-07 20:38:38,2022-06-10 18:59:21,2023-06-21 14:25:00,0,2022,6,1,20,2.9310532407407406,378.7405324074074
89260,333,50178,2021-11-14 16:50:00,2021-12-18 14:06:41,,0,2021,11,6,16,33.88658564814815,
7409,960,4108,2023-04-02 16:19:53,2023-05-07 12:08:58,2023-05-02 18:48:33,1,2023,4,6,16,34.825752314814814,30.10324074074074
26224,91,15747,2020-08-24 16:31:37,2020-08-31 09:37:02,,0,2020,8,0,16,6.712094907407407,
18013,1331,10491,2023-10-17 08:30:41,2023-10-26 21:10:44,,0,2023,10,1,8,9.5278125,
48658,455,28652,2022-08-15 16:56:01,2022-08-23 17:33:42,,0,2022,8,0,16,8.026168981481481,
2268,1267,1325,2021-11-15 19:25:00,2021-12-23 13:44:13,,0,2021,11,0,19,37.76334490740741,
1432,305,836,2021-07-13 21:52:26,2021-07-20 17:26:23,,0,2021,7,1,21,6.815243055555555,
82126,1029,45687,2024-01-20 21:10:18,2024-03-21 17:38:22,2024-02-17 11:18:21,1,2024,1,5,21,60.85282407407407,27.58892361111111
10177,1085,5903,2023-03-12 19:26:01,2023-04-05 11:23:07,,0,2023,3,6,19,23.66465277777778,
56515,1000,31618,2022-04-08 19:51:36,2022-06-01 21:28:46,,0,2022,4,4,19,54.06747685185185,
68419,262,38772,2021-08-20 21:08:26,2021-10-18 18:29:07,,0,2021,8,4,21,58.88936342592593,
93268,1086,52349,2024-04-25 17:43:07,2024-08-24 17:07:27,2024-06-22 12:21:09,2,2024,4,3,17,120.97523148148149,57.77641203703703
88544,977,49753,2023-03-04 12:07:07,2023-04-22 19:40:08,2023-12-14 16:47:10,1,2023,3,5,12,49.31459490740741,285.19447916666667
69058,1367,39212,2023-06-06 13:01:55,2023-10-10 14:27:12,2023-09-23 14:57:06,2,2023,6,1,13,126.05922453703704,109.07998842592592
25513,41,15252,2020-12-27 13:26:58,2021-01-04 15:45:40,2024-02-18 12:12:47,0,2020,12,6,13,8.096319444444445,1147.9484837962964
42319,628,25910,2024-09-02 17:56:15,2024-10-14 09:15:19,2024-09-30 09:38:26,1,2024,9,0,17,41.63824074074074,27.65429398148148
61891,883,34367,2020-01-11 15:16:35,2020-10-10 14:47:56,2020-09-25 15:43:25,2,2020,1,5,15,272.98010416666665,258.0186342592593
28701,443,17473,2024-11-11 16:26:51,2024-11-11 16:27:04,,0,2024,11,0,16,0.0001504629629629,
53850,266,31050,2022-04-20 21:54:53,2022-05-17 19:31:52,,0,2022,4,2,21,26.90068287037037,
34077,311,21419,2022-12-18 22:19:54,2022-12-18 22:21:52,,0,2022,12,6,22,0.0013657407407407,
72225,287,41357,2021-03-04 21:46:14,2021-06-03 12:16:39,2021-04-23 18:01:52,2,2021,3,3,21,90.60445601851852,49.84418981481482
99846,321,56380,2020-09-22 18:47:36,2020-09-22 18:47:39,,0,2020,9,1,18,3.472222222222222e-05,
56087,383,31606,2021-06-06 08:11:20,2021-06-29 07:53:17,,0,2021,6,6,8,22.987465277777776,
40309,311,25128,2022-08-23 19:37:44,2022-08-25 21:31:12,,0,2022,8,1,19,2.0787962962962965,
100424,114,56767,2021-11-07 09:25:22,2021-12-26 13:16:23,2022-09-03 22:36:17,1,2021,11,6,9,49.16042824074074,300.5492476851852
33783,298,21204,2022-12-11 10:18:04,2023-02-26 13:22:48,,0,2022,12,6,10,77.12828703703704,
7571,121,4216,2022-06-18 17:51:13,2022-06-18 18:28:30,,0,2022,6,5,17,0.0258912037037037,
77649,9,43531,2021-08-18 17:56:06,2021-10-13 18:53:27,,0,2021,8,2,17,56.03982638888889,
24481,916,14500,2020-09-16 15:53:01,2020-10-22 13:00:10,2020-10-08 11:02:53,1,2020,9,2,15,35.87996527777778,21.79851851851852
11337,734,6404,2024-12-27 09:16:13,,,0,2024,12,4,9,,
14811,1367,8508,2022-05-31 21:43:50,2022-06-01 21:05:44,,0,2022,5,1,21,0.9735416666666666,
100635,767,56919,2020-09-29 16:02:35,2020-12-23 15:57:45,2020-11-21 09:32:52,2,2020,9,1,16,84.99664351851852,52.729363425925925
59178,1102,32120,2023-10-24 09:54:58,2023-12-12 14:04:40,2023-11-20 22:54:37,1,2023,10,1,9,49.17340277777778,27.54142361111111
19957,1331,11130,2024-10-13 13:46:08,2024-10-15 17:40:13,,0,2024,10,6,13,2.1625578703703705,
83518,372,46637,2020-11-29 14:22:23,2021-01-18 08:38:36,2020-12-23 18:16:45,1,2020,11,6,14,49.76126157407408,24.162754629629628
43895,832,26410,2020-10-13 16:08:23,2020-11-15 09:24:11,2020-11-05 08:06:59,1,2020,10,1,16,32.71930555555556,22.665694444444444
59725,49,33174,2020-08-27 16:37:38,2020-10-03 13:20:45,2020-09-19 09:18:47,1,2020,8,3,16,36.86327546296296,22.695243055555554
1784,1231,1024,2024-03-15 19:26:17,2024-06-14 19:44:54,2024-05-13 17:44:48,2,2024,3,4,19,91.01292824074072,58.92952546296296
32169,234,20071,2022-09-30 11:19:44,2022-11-17 17:29:48,2022-10-28 08:59:31,1,2022,9,4,11,48.25699074074074,27.90262731481481
58596,597,32826,2022-11-19 17:35:18,2022-12-05 21:52:49,,0,2022,11,5,17,16.17883101851852,
100227,336,56652,2022-02-17 20:01:49,2022-03-15 10:00:26,,0,2022,2,3,20,25.582372685185184,
92282,1304,51683,2022-11-12 11:15:30,2023-02-28 16:34:40,2024-12-20 09:56:05,2,2022,11,5,11,108.22164351851852,768.944849537037
93736,553,52588,2023-11-14 21:50:24,2024-01-20 14:03:43,2024-01-10 22:53:29,2,2023,11,1,21,66.67591435185186,57.04380787037037
31178,313,19321,2022-11-20 13:19:06,2022-11-28 15:35:21,,0,2022,11,6,13,8.094618055555555,
57891,311,32122,2020-11-11 17:20:52,2020-12-11 13:17:06,2020-12-10 15:54:09,1,2020,11,2,17,29.830717592592592,28.939780092592592
72785,365,41640,2024-04-17 12:47:00,2024-04-17 13:38:06,,0,2024,4,2,12,0.0354861111111111,
25696,786,15370,2020-12-26 19:22:05,2021-04-19 16:30:33,2021-03-16 21:08:03,2,2020,12,5,19,113.88087962962965,80.07358796296296
27490,555,16635,2023-03-09 17:14:26,2023-06-07 12:56:09,2023-05-08 14:53:23,2,2023,3,3,17,89.82063657407407,59.90204861111111
97633,912,54878,2021-07-18 17:01:37,2021-10-27 13:01:07,2021-12-24 10:46:29,2,2021,7,6,17,100.83298611111113,158.7394907407407
37236,311,23421,2022-12-02 13:47:09,2022-12-02 13:47:35,,0,2022,12,4,13,0.0003009259259259,
16835,934,9782,2023-04-28 10:29:14,2023-06-07 15:31:31,2023-05-19 17:39:43,1,2023,4,4,10,40.20991898148148,21.29894675925926
83460,1320,46591,2020-12-02 19:20:22,2020-12-19 19:45:02,,0,2020,12,2,19,17.01712962962963,
72792,378,41629,2021-04-29 20:30:36,2021-06-08 20:04:34,2021-05-29 16:23:06,1,2021,4,3,20,39.9819212962963,29.828125
48871,521,29191,2023-04-20 11:11:09,2023-05-25 20:54:49,2023-05-11 23:05:24,1,2023,4,3,11,35.40532407407407,21.49600694444445
67166,597,37997,2023-02-22 17:43:46,2023-02-23 17:06:54,,0,2023,2,2,17,0.9743981481481482,
17453,934,10173,2022-07-01 09:38:25,2022-09-11 15:09:55,,0,2022,7,4,9,72.23020833333334,
18338,785,10681,2020-09-06 17:48:42,2020-12-08 21:57:59,,0,2020,9,6,17,93.17311342592592,
56054,318,31749,2024-04-10 17:48:08,2024-06-01 14:32:30,2024-05-05 16:27:27,1,2024,4,2,17,51.86414351851852,24.943969907407407
42181,596,25715,2023-05-25 18:09:10,2023-05-28 17:20:27,,0,2023,5,3,18,2.9661689814814816,
5216,4,2899,2022-05-11 19:09:46,2022-06-17 17:38:03,,0,2022,5,2,19,36.93630787037037,
90311,896,50360,2020-09-11 18:44:47,2020-12-23 14:17:10,2022-03-14 08:57:55,2,2020,9,4,18,102.8141550925926,548.5924537037037
89062,1262,50042,2020-10-14 16:38:58,2020-12-25 09:18:07,,0,2020,10,2,16,71.69385416666667,
1293,318,748,2021-01-19 19:40:04,2021-03-06 17:33:44,,0,2021,1,1,19,45.91226851851852,
99483,161,56093,2021-03-22 18:49:10,2021-04-17 18:27:07,,0,2021,3,0,18,25.9846875,
25876,139,15504,2022-05-15 13:03:17,2022-05-21 21:26:17,2022-06-15 16:42:37,0,2022,5,6,13,6.349305555555556,31.15231481481481
49830,1049,28364,2023-08-31 18:24:45,2023-09-11 18:50:18,,0,2023,8,3,18,11.017743055555556,
77380,353,43339,2021-08-10 19:34:03,2021-10-14 19:32:43,,0,2021,8,1,19,64.99907407407407,
90213,1352,50537,2023-05-10 19:03:55,2023-06-08 18:04:32,2023-06-07 14:33:10,1,2023,5,2,19,28.958761574074074,27.811979166666667
77794,990,43604,2022-11-29 19:51:46,2022-12-12 15:49:52,,0,2022,11,1,19,12.83201388888889,
17345,1331,10115,2021-01-07 10:58:55,2021-01-15 10:19:04,,0,2021,1,3,10,7.972326388888889,
52476,117,30423,2021-07-24 16:44:54,2021-07-26 17:24:51,,0,2021,7,5,16,2.027743055555556,
15727,677,9106,2023-09-22 20:43:25,2023-11-12 10:36:17,2023-10-21 10:20:26,1,2023,9,4,20,50.57837962962963,28.567372685185184
76079,1051,42848,2023-03-08 15:54:20,2023-05-05 12:13:25,,0,2023,3,2,15,57.84658564814815,
11988,300,6758,2024-05-14 10:42:04,2024-06-13 12:52:44,,0,2024,5,1,10,30.090740740740745,
83867,186,46907,2021-12-29 13:13:19,2021-12-30 10:10:05,2024-12-24 16:28:42,0,2021,12,2,13,0.8727546296296296,1091.1356828703704
13763,646,7857,2024-09-19 16:55:37,2024-12-18 16:30:11,2024-11-09 17:01:24,2,2024,9,3,16,89.98233796296296,51.004016203703706
19355,1251,11359,2024-09-24 15:50:22,2024-10-24 18:46:59,2024-10-22 12:11:14,1,2024,9,1,15,30.12265046296296,27.847824074074072
12285,943,6904,2022-06-21 19:33:49,2022-06-28 17:10:50,,0,2022,6,1,19,6.900706018518519,
33233,1149,20811,2024-07-09 10:42:09,2024-10-22 18:49:01,2024-09-20 15:43:25,2,2024,7,1,10,105.33810185185185,73.20921296296297
92280,1304,51622,2021-12-12 18:31:39,2022-04-13 20:08:50,2024-12-20 09:55:59,2,2021,12,6,18,122.06748842592592,1103.641898148148
92542,694,51937,2024-07-23 15:52:48,2024-08-19 09:00:59,,0,2024,7,1,15,26.714016203703704,
50513,420,29669,2024-04-21 16:30:27,2024-06-16 17:13:38,2024-05-19 07:31:57,1,2024,4,6,16,56.02998842592593,27.626041666666666
88398,1375,49703,2023-11-24 19:14:02,2024-05-31 15:47:42,2024-01-19 02:04:46,2,2023,11,4,19,188.85671296296297,55.28523148148148
77459,387,43430,2024-06-01 21:29:12,2024-06-19 15:57:58,,0,2024,6,5,21,17.76997685185185,
52579,1304,30438,2021-04-02 11:19:30,2021-06-27 18:45:44,2023-05-30 15:00:14,2,2021,4,4,11,86.30988425925926,788.153287037037
4036,345,2289,2023-10-19 09:23:11,2023-12-01 15:54:31,2023-11-13 11:14:44,1,2023,10,3,9,43.27175925925926,25.077465277777776
84060,950,47057,2021-04-22 13:08:22,2021-07-20 16:34:30,2021-06-12 19:52:37,2,2021,4,3,13,89.14314814814814,51.28072916666667
83031,1168,46232,2023-12-10 18:11:22,2024-02-25 16:57:37,2024-01-06 16:57:58,1,2023,12,6,18,76.94878472222223,26.94902777777778
70700,1320,40305,2022-10-06 15:15:47,2022-12-11 16:06:40,2022-11-25 21:49:42,2,2022,10,3,15,66.03533564814815,50.27355324074074
22281,641,13243,2022-11-14 18:03:21,2022-11-14 21:47:39,,0,2022,11,0,18,0.1557638888888889,
31811,106,19800,2021-10-11 17:43:30,2021-12-12 15:54:35,2021-11-08 16:56:20,1,2021,10,0,17,61.924363425925925,27.96724537037037
28397,800,17298,2021-05-13 17:32:14,2021-05-22 15:17:01,,0,2021,5,3,17,8.906099537037036,
33342,929,20682,2020-11-27 17:52:54,2020-12-18 12:05:20,,0,2020,11,4,17,20.75863425925926,
87240,852,48998,2021-07-02 20:50:03,2021-10-12 11:18:12,,0,2021,7,4,20,101.60288194444443,
101872,1314,57790,2024-09-05 18:23:35,2024-12-09 17:26:21,2024-11-02 09:10:24,2,2024,9,3,18,94.96025462962965,57.61584490740741
44081,911,25353,2020-12-24 10:29:50,2021-04-18 21:04:17,2021-03-19 12:46:51,2,2020,12,3,10,115.44059027777776,85.09515046296296
74296,1043,42218,2024-03-26 21:11:59,2024-06-02 11:22:18,2024-12-23 14:32:48,1,2024,3,1,21,67.59049768518518,271.7227893518519
52438,1062,30394,2022-12-11 13:31:51,2023-03-17 09:46:31,,0,2022,12,6,13,95.84351851851852,
25746,786,15401,2020-09-28 18:19:35,2020-12-26 19:21:04,2020-11-21 17:56:09,2,2020,9,0,18,89.04269675925926,53.98372685185185
64628,888,36284,2022-01-08 21:09:14,2022-02-22 19:15:10,,0,2022,1,5,21,44.92078703703704,
